name,type,ownership,latitude,longitude,source
Buxton Clinic,Clinic,MoH,-27.6255,24.6365,GPS
Carlisonia Health Post,Health Post,MoH,-25.9765,26.1844,GPS
Chaneng Clinic,Clinic,MoH,-25.4133,27.1241,GPS
Charon Clinic,Clinic,MoH,-27.1910,25.3082,GPS
Christiana Bloemhof Roadside Clinic,Clinic,MoH,-27.6226,25.5821,GPS
Christiana Hospital,District Hospital,MoH,-27.9081,25.1742,GPS
Christiana Town Clinic,Clinic,MoH,-27.9169,25.1559,GPS
Classic House Clinic,Clinic,MoH,-25.4012,27.1427,GPS
Cokonyane Clinic,Clinic,MoH,-27.4851,24.8027,GPS
Coligny CHC,Community Health Centre,MoH,-26.3304,26.3249,GPS
Colridge Clinic,Clinic,MoH,-26.9501,24.7392,GPS
Coverdale Clinic,Clinic,MoH,-27.6390,25.5921,GPS
Cyferkuil Kutloanong Clinic,Clinic,MoH,-25.0735,28.2345,GPS
Damonsville Clinic,Clinic,MoH,-25.6246,27.8523,GPS
David Katnagel Clinic,Clinic,MoH,-25.1128,26.5243,GPS
Delareyville CHC,Community Health Centre,MoH,-26.6869,25.4657,GPS
Delareyville Clinic,Clinic,MoH,-26.6858,25.4560,GPS
Delekile Khoza Clinic,Clinic,MoH,-26.7381,26.4171,GPS
Dertig Leseding Clinic,Clinic,MoH,-25.2833,28.2333,GPS
Dikebu Sediane Clinic,Clinic,MoH,-25.1456,27.9595,GPS
Dinokana CHC,Community Health Centre,MoH,-25.4441,25.8647,GPS
Dinokana Clinic,Clinic,MoH,-25.4446,25.8644,GPS
Disaneng Clinic,Clinic,MoH,-25.8001,25.2974,GPS
Dithakong Mahikeng Clinic,Clinic,MoH,-25.9678,25.6301,GPS
Driefontein Clinic,Clinic,MoH,-25.1422,25.9739,GPS
Dryharts Clinic,Clinic,MoH,-27.3275,24.7247,GPS
Dwarsberg Clinic,Clinic,MoH,-24.9377,26.6173,GPS
Eckron Clinic,Clinic,MoH,-26.8022,23.7621,GPS
Elandskuil Clinic,Clinic,MoH,-25.0733,26.8198,GPS
Empilisweni Clinic,Clinic,MoH,-26.8869,26.6039,GPS
Fafung Clinic,Clinic,MoH,-25.1921,27.7846,GPS
Freedom Park Clinic,Clinic,MoH,-26.2981,27.9341,GPS
Ga Motlatla Clinic,Clinic,MoH,-26.0748,26.5692,GPS
Ga-Motla Clinic,Clinic,MoH,-25.3592,28.0569,GPS
Ganalaagte Clinic,Clinic,MoH,-26.4707,25.5369,GPS
Ganyesa CHC,Community Health Centre,MoH,-26.5873,24.1761,GPS
Ganyesa Hospital,District Hospital,MoH,-26.5449,24.1386,GPS
Gelukspan Gateway Clinic,Clinic,MoH,-26.2007,25.6026,GPS
Gelukspan Hospital,District Hospital,MoH,-26.1990,25.5990,GPS
General de la Rey Hospital,District Hospital,MoH,-26.1475,26.1513,GPS
Glaudina Clinic,Clinic,MoH,-27.0399,25.6184,GPS
Goedgevonden Clinic,Clinic,MoH,-26.1595,26.8983,GPS
Gopane Clinic,Clinic,MoH,-25.3176,25.7961,GPS
Grace Mokgomo CHC,Community Health Centre,MoH,-26.9558,26.6355,GPS
Groot Marico Clinic,Clinic,MoH,-25.5994,26.4191,GPS
Hartbeespoort Clinic,Clinic,MoH,-25.7276,27.8783,GPS
Hartebeesfontein Clinic,Clinic,MoH,-25.4376,27.5044,GPS
Hebron Clinic,Clinic,MoH,-25.5500,28.0163,GPS
Hoekfontein Mmakau Clinic,Clinic,MoH,-25.6156,27.9441,GPS
Huhudi CHC,Community Health Centre,MoH,-26.9740,24.7398,GPS
Ikemeleng Clinic,Clinic,MoH,-26.3171,27.6757,GPS
Ikhutseng Klipgat Clinic,Clinic,MoH,-25.4746,28.0023,GPS
Ikotlhaeng Andrew Mahura Clinic,Clinic,MoH,,,
Ipelegeng Clinic,Clinic,MoH,-27.1963,25.3065,GPS
Ipopeng Clinic,Clinic,MoH,-24.9437,27.0891,GPS
Itekeng Clinic,Clinic,MoH,-26.3612,25.9096,GPS
Itsoseng CHC,Community Health Centre,MoH,-26.0822,25.8845,GPS
Itsoseng Clinic,Clinic,MoH,-26.0760,25.8810,GPS
JB Marks CHC,Community Health Centre,MoH,-26.3201,26.8120,GPS
Jericho Clinic,Clinic,MoH,-25.3256,27.8023,GPS
Job Shimankana Tabane Hospital,Provincial Tertiary Hospital,MoH,-25.6774,27.2444,GPS
Joe Morolong Memorial Hospital,Regional Hospital,MoH,-26.9572,24.7161,GPS
Jouberton CHC,Community Health Centre,MoH,-26.8953,26.6069,GPS
Kana Clinic,Clinic,MoH,-25.5733,27.3033,GPS
Kanana Clinic,Clinic,MoH,-26.9637,26.6398,GPS
Karlien Park Clinic,Clinic,MoH,-25.3853,27.1418,GPS
Kgabalatsane Clinic,Clinic,MoH,-25.5357,27.9581,GPS
Kgakala Clinic,Clinic,MoH,-27.2180,26.2665,GPS
Kgokgojane Clinic,Clinic,MoH,-26.7506,23.9800,GPS
Kgokgole Clinic,Clinic,MoH,-26.7159,23.9279,GPS
Kgomo-Kgomo Clinic,Clinic,MoH,-25.1536,28.0747,GPS
Kgomotso Clinic,Clinic,MoH,-27.9825,24.6123,GPS
Kgotso Clinic,Clinic,MoH,-26.3525,27.1299,GPS
Khayakulu Clinic,Clinic,MoH,-25.1070,26.6546,GPS
Khudutlou Clinic,Clinic,MoH,-27.6629,25.0534,GPS
Khuma Clinic,Clinic,MoH,-26.8443,26.8713,GPS
Khunotswana Clinic,Clinic,MoH,-25.5700,25.8276,GPS
Klerksdorp-Tshepong Tertiary Hospital,Provincial Tertiary Hospital,MoH,-26.8789,26.6627,GPS
Klipdrift Health Post,Health Post,MoH,-33.8119,19.8814,GPS
Koedoesrand Clinic,Clinic,MoH,-25.2473,26.6701,GPS
Koffiekraal Clinic,Clinic,MoH,-25.2831,26.4193,GPS
Kokoana Clinic,Clinic,MoH,-26.0446,23.4888,GPS
Kokomeng Clinic,Clinic,MoH,-27.6291,25.0410,GPS
Kopela Clinic,Clinic,MoH,-26.4236,25.5207,GPS
Koster Gateway Clinic,Clinic,MoH,-25.8566,26.8930,GPS
Koster Hospital,District Hospital,MoH,-25.8563,26.8945,GPS
Kraaipan Clinic,Clinic,MoH,-26.2736,25.3058,GPS
Kraalhoek Clinic,Clinic,MoH,-24.9149,27.0781,GPS
Kromkuil Mpho-ya-batho Clinic,Clinic,MoH,-25.3878,28.0523,GPS
Kudunkgwane Clinic,Clinic,MoH,-26.4223,24.4049,GPS
Kunana Clinic,Clinic,MoH,-26.3704,25.3271,GPS
Lebotloane Clinic,Clinic,MoH,-25.0485,27.9334,GPS
Leeudoringstad CHC,Community Health Centre,MoH,-27.2350,26.2373,GPS
Lefatlheng Clinic,Clinic,MoH,-25.1668,28.1595,GPS
Legkraal Clinic,Clinic,MoH,-25.1320,27.0518,GPS
Lehurutshe Clinic,Clinic,MoH,-25.4826,25.9633,GPS
Lehurutshe Hospital,District Hospital,MoH,-25.4767,25.9815,GPS
Lekgophung Clinic,Clinic,MoH,-24.7991,26.0144,GPS
Lekoko CHC,Community Health Centre,MoH,-25.9297,25.5032,GPS
Lesego Clinic,Clinic,MoH,-26.7281,27.0538,GPS
Lesetlheng Clinic,Clinic,MoH,-25.1520,27.1218,GPS
Leshobo Clinic,Clinic,MoH,-27.4792,24.6989,GPS
Letlhabile CHC,Community Health Centre,MoH,-25.4866,27.8429,GPS
Letlhakeng Clinic,Clinic,MoH,-25.1468,26.7119,GPS
Letsopa Clinic,Clinic,MoH,-26.8066,25.9816,GPS
Lichtenburg Fast-Lane Clinic,Clinic,MoH,-26.1676,26.1628,GPS
Lichtenburg Municipal Clinic,Clinic,MoH,-26.1471,26.1618,GPS
Lincoe Clinic,Clinic,MoH,-24.8240,26.8462,GPS
Lobatla Clinic,Clinic,MoH,-25.1747,25.8406,GPS
Logageng Clinic,Clinic,MoH,-25.9404,24.6933,GPS
Lokaleng Clinic,Clinic,MoH,-25.7809,25.5702,GPS
Lonely Park Clinic,Clinic,MoH,-25.7349,25.6625,GPS
Loporung Clinic,Clinic,MoH,-25.7604,24.9815,GPS
Lower Majeakgoro Clinic,Clinic,MoH,-27.7734,24.6694,GPS
Luka Clinic,Clinic,MoH,-25.5054,27.1894,GPS
Mabeskraal CHC,Community Health Centre,MoH,-25.1952,26.7841,GPS
Maboloka Clinic,Clinic,MoH,-25.4281,27.8605,GPS
Mabule Clinic,Clinic,MoH,-25.7771,24.5551,GPS
Madibe A Makgabane Clinic,Clinic,MoH,-25.9256,25.4051,GPS
Madibeng Clinic,Clinic,MoH,-25.6363,27.7767,GPS
Madibogo Clinic,Clinic,MoH,-26.4284,25.1628,GPS
Madibogopan Clinic,Clinic,MoH,-26.4936,25.1485,GPS
Madidi Kleinfontein Clinic,Clinic,MoH,-25.4459,27.9541,GPS
Madikwe Clinic,Clinic,MoH,-25.3530,26.5304,GPS
Madipelesa Clinic,Clinic,MoH,-27.8952,24.4196,GPS
Maganeng Clinic,Clinic,MoH,-27.2703,24.6779,GPS
Magogong Clinic,Clinic,MoH,-27.6513,24.8164,GPS
Magogwe Clinic,Clinic,MoH,-25.9066,25.6069,GPS
Magopa Satellite Clinic,Satellite Clinic,MoH,-25.5700,27.3000,GPS
Mahikeng City Council Clinic,Clinic,MoH,-25.8538,25.6375,GPS
Mahikeng Gateway Clinic,Clinic,MoH,-25.8842,25.6579,GPS
Mahikeng Provincial Hospital,Regional Hospital,MoH,-25.8842,25.6579,GPS
Majakaneng Clinic,Clinic,MoH,-25.7405,27.6722,GPS
Majara Sephapo Clinic,Clinic,MoH,-26.9675,26.6186,GPS
Makapanstad Seaparankwe Clinic,Clinic,MoH,-25.2295,28.1260,GPS
Makgobistadt CHC,Community Health Centre,MoH,-25.7475,25.0983,GPS
Makouspan Clinic,Clinic,MoH,-26.1036,25.6204,GPS
Makwassie Clinic,Clinic,MoH,-27.3177,25.9956,GPS
Mammutla Clinic,Clinic,MoH,-28.0649,24.5181,GPS
Mamusa CHC,Community Health Centre,MoH,-27.1490,25.1822,GPS
Manthe CHC,Community Health Centre,MoH,-27.5459,24.8851,GPS
Maphoitsile Clinic,Clinic,MoH,-27.6015,24.7840,GPS
Marcus Zinzele Clinic,Clinic,MoH,-26.8526,26.8193,GPS
Mareetsane Clinic,Clinic,MoH,-26.2032,25.4754,GPS
Marikana Clinic,Clinic,MoH,-25.6968,27.4809,GPS
Maruping Clinic,Clinic,MoH,-25.9500,26.5500,GPS
Masamane Clinic,Clinic,MoH,-25.8254,24.6215,GPS
Masutlhe 1 Clinic,Clinic,MoH,-25.8507,25.4094,GPS
Masutlhe 2 Clinic,Clinic,MoH,-25.7855,25.4195,GPS
Mathibestad Clinic,Clinic,MoH,-25.2632,28.1706,GPS
Mathopestad Clinic,Clinic,MoH,-26.0138,27.1992,GPS
Matile Clinic,Clinic,MoH,-26.0800,25.9400,GPS
Matlapaneng Clinic,Clinic,MoH,-27.4226,24.6855,GPS
Matlhonyane Clinic,Clinic,MoH,-25.9764,25.6903,GPS
Matloding Clinic,Clinic,MoH,-25.9131,24.6652,GPS
Matshepe Clinic,Clinic,MoH,-26.0226,25.7494,GPS
Maubane Clinic,Clinic,MoH,-25.2775,28.2660,GPS
Maureen Roberts Clinic,Clinic,MoH,-25.8728,25.6538,GPS
Mayayane Health Post,Health Post,MoH,-26.4600,24.5500,GPS
Mfidikwe Clinic,Clinic,MoH,-25.6633,27.3434,GPS
Miga Clinic,Clinic,MoH,-25.6519,25.5635,GPS
Mmakaunyane Clinic,Clinic,MoH,-25.3893,27.8752,GPS
Mmankaipaya Clinic,Clinic,MoH,-24.9812,26.5631,GPS
Mmasebudule Clinic,Clinic,MoH,-25.0414,26.3049,GPS
Mocoseng Clinic,Clinic,MoH,-25.8906,25.5865,GPS
Mocweding Clinic,Clinic,MoH,-27.6932,24.6650,GPS
Modderkuil Clinic,Clinic,MoH,-25.1236,27.1976,GPS
Modderspruit Satellite Clinic,Satellite Clinic,MoH,-25.7237,27.6523,GPS
Modimola Clinic,Clinic,MoH,-25.8615,25.4547,GPS
Mofufutso Clinic,Clinic,MoH,-26.4450,25.4006,GPS
Mogogelo Clinic,Clinic,MoH,-25.3510,28.1447,GPS
Mogopa Clinic,Clinic,MoH,-26.3100,26.8500,GPS
Mogosane Clinic,Clinic,MoH,-25.7381,25.5507,GPS
Mogwase CHC,Community Health Centre,MoH,-25.2748,27.2249,GPS
Mohadin Clinic,Clinic,MoH,-26.7148,27.0337,GPS
Moiletsoane Buffelsdoorn Clinic,Clinic,MoH,-25.3806,27.9313,GPS
Mokgareng Clinic,Clinic,MoH,-27.5302,24.7061,GPS
Mokgola Clinic,Clinic,MoH,-25.3283,26.1236,GPS
Molatedi Clinic,Clinic,MoH,-24.8508,26.4983,GPS
Molelema Clinic,Clinic,MoH,-27.6570,24.9980,GPS
Molorwe Clinic,Clinic,MoH,-25.0881,26.8986,GPS
Monakato Clinic,Clinic,MoH,-25.3573,27.2762,GPS
Mononono Clinic,Clinic,MoH,-25.0441,27.1877,GPS
Montsana Clinic,Clinic,MoH,-25.0996,26.5855,GPS
Montshioa Stadt CHC,Community Health Centre,MoH,-25.8710,25.6344,GPS
Montshioa Town Clinic,Clinic,MoH,-25.8522,25.6261,GPS
Moretele Clinic,Clinic,MoH,-25.1457,27.9603,GPS
Morokwaneng Clinic,Clinic,MoH,-26.0849,23.7309,GPS
Morokweng CHC,Community Health Centre,MoH,-26.1270,23.7742,GPS
Moruleng Clinic,Clinic,MoH,-25.1697,27.1678,GPS
Moses Kotane Hospital,District Hospital,MoH,-25.3809,27.0580,GPS
Moshana CHC,Community Health Centre,MoH,-24.9757,25.8906,GPS
Moshawane Health Post,Health Post,MoH,-26.4700,24.5600,GPS
Moswana Clinic,Clinic,MoH,-26.5287,24.2353,GPS
Mosweu Clinic,Clinic,MoH,-25.6744,28.1091,GPS
Mothanthanyaneng Clinic,Clinic,MoH,-27.6661,24.9108,GPS
Mothutlong Clinic,Clinic,MoH,-25.6029,27.8846,GPS
Motlhabe Clinic,Clinic,MoH,-25.0664,26.9496,GPS
Motlhabeng Clinic,Clinic,MoH,-25.8507,25.6030,GPS
Motswedi Clinic,Clinic,MoH,-25.2845,25.8878,GPS
N Pretorious Gateway Clinic,Clinic,MoH,-26.8855,26.6152,GPS
Neo Clinic,Clinic,MoH,-24.8352,27.0112,GPS
Ngobi Clinic,Clinic,MoH,-25.0277,28.0911,GPS
Nic Bodenstein Hospital,District Hospital,MoH,-27.1893,25.9830,GPS
Ntsweletsoku Health Post,Health Post,MoH,-25.4348,25.9613,GPS
Obakeng Clinic,Clinic,MoH,-24.9236,26.6533,GPS
Orkney Town Clinic,Clinic,MoH,-26.9800,26.6690,GPS
Ottosdal CHC,Community Health Centre,MoH,-26.8134,26.0093,GPS
Oukasie Clinic,Clinic,MoH,-25.6089,27.8036,GPS
Pachsdraai Clinic,Clinic,MoH,-25.2082,26.3968,GPS
Park Street Clinic,Clinic,MoH,-26.8669,26.6615,GPS
Pella CHC,Community Health Centre,MoH,-25.4670,26.4822,GPS
Phalane Clinic,Clinic,MoH,-25.2639,26.8444,GPS
Phaposane Clinic,Clinic,MoH,-26.5566,24.3170,GPS
Phatsima Clinic,Clinic,MoH,-25.3958,27.0142,GPS
Picong Clinic,Clinic,MoH,-27.5902,24.8647,GPS
Piet Plessis CHC,Community Health Centre,MoH,-26.1600,24.4087,GPS
Pitsedisulejang Clinic,Clinic,MoH,-25.0268,26.4803,GPS
Potchefstroom Clinic,Clinic,MoH,-26.7267,27.0839,GPS
Potchefstroom Gateway Clinic,Clinic,MoH,-26.7269,27.0838,GPS
Potchefstroom Hospital,Regional Hospital,MoH,-26.7286,27.0842,GPS
Promosa CHC,Community Health Centre,MoH,-26.7015,27.0313,GPS
Pudumoe CHC,Community Health Centre,MoH,-27.4094,24.7214,GPS
Rabokala Clinic,Clinic,MoH,-25.5244,27.8932,GPS
Ramabesa Health Post,Health Post,MoH,-26.3924,25.1037,GPS
Ramatlabama CHC,Community Health Centre,MoH,-25.7029,25.6164,GPS
Ramokokastad Clinic,Clinic,MoH,-25.1400,27.4553,GPS
Ramotshere Moiloa Truck-In Clinic,Clinic,MoH,-25.5248,26.0392,GPS
Rampampaspoort Clinic,Clinic,MoH,-24.9853,26.6727,GPS
Rankelenyane Clinic,Clinic,MoH,-25.5716,27.4293,GPS
Rapulana Clinic,Clinic,MoH,-26.0283,25.6398,GPS
Ratjiepan Clinic,Clinic,MoH,-25.3317,28.0890,GPS
Ratlou CHC,Community Health Centre,MoH,-26.2626,25.1224,GPS
Reagile Clinic,Clinic,MoH,-25.8490,26.8847,GPS
Refentse Mmakgabetlwane Clinic,Clinic,MoH,-25.1938,26.5921,GPS
Reivilo CHC,Community Health Centre,MoH,-27.5677,24.1777,GPS
Rietfontein Clinic,Clinic,MoH,-25.3105,26.7634,GPS
Rietpan Clinic,Clinic,MoH,-25.1113,25.9453,GPS
Rugtesloot Clinic,Clinic,MoH,-25.0268,27.8535,GPS
Rustenburg Gateway Clinic,Clinic,MoH,-25.4061,27.1467,GPS
Sandfontein Clinic,Clinic,MoH,-25.1865,27.2666,GPS
Sannieshof CHC,Community Health Centre,MoH,-26.5230,25.8033,GPS
Schweizer-Reneke Hospital,District Hospital,MoH,-27.1818,25.3288,GPS
Schweizer-Reneke Town Clinic,Clinic,MoH,-27.1906,25.3292,GPS
Segametsi Mogaetsho Clinic,Clinic,MoH,-27.3271,25.9808,GPS
Segwaelane Clinic,Clinic,MoH,-25.6654,27.6100,GPS
Seolong Clinic,Clinic,MoH,-25.1445,26.8260,GPS
Seraleng Clinic,Clinic,MoH,-25.6604,27.2448,GPS
Sesobe Clinic,Clinic,MoH,-25.0408,26.4295,GPS
Setabeng Clinic,Clinic,MoH,-25.9020,23.5034,GPS
Setlagole Clinic,Clinic,MoH,-26.3028,25.1286,GPS
Setlopo Clinic,Clinic,MoH,-25.9329,25.6558,GPS
Sifikile Clinic,Clinic,MoH,-29.8168,30.6166,GPS
Siga Clinic,Clinic,MoH,-25.1941,26.5907,GPS
Silverkrans Clinic,Clinic,MoH,-25.4939,26.6206,GPS
Sonop Clinic,Clinic,MoH,-25.6492,27.6982,GPS
Soutpansleegte Clinic,Clinic,MoH,-25.1684,27.9056,GPS
Stella CHC,Community Health Centre,MoH,-26.5477,24.8598,GPS
Steve Tshwete Clinic,Clinic,MoH,-26.7239,27.0204,GPS
Stilfontein Clinic,Clinic,MoH,-26.8446,26.7752,GPS
Sunrisepark Clinic,Clinic,MoH,-25.6744,27.2406,GPS
Supingstad Clinic,Clinic,MoH,-24.7882,26.0539,GPS
Swartdam Rekopantswe Clinic,Clinic,MoH,-25.2973,28.0550,GPS
Swartkopfontein Health Post,Health Post,MoH,-24.9125,25.9095,GPS
Swartruggens CHC,Community Health Centre,MoH,-25.6332,26.6847,GPS
Swartruggens Clinic,Clinic,MoH,-25.6489,26.6890,GPS
Taung Gateway Clinic,Clinic,MoH,-27.5377,24.7918,GPS
Taung Hospital,District Hospital,MoH,-27.5377,24.7918,GPS
Taung Station Clinic,Clinic,MoH,-27.5719,24.7606,GPS
Thekwane Clinic,Clinic,MoH,-25.6690,27.3710,GPS
Thulwe Clinic,Clinic,MoH,-25.2505,28.1997,GPS
Thusong Gateway Clinic,Clinic,MoH,-26.0517,25.9482,GPS
Thusong Hospital,District Hospital,MoH,-26.0546,25.9489,GPS
Tigane CHC,Community Health Centre,MoH,-26.7353,26.4219,GPS
Tladistad Clinic,Clinic,MoH,-25.2030,28.0413,GPS
Tlakgameng CHC,Community Health Centre,MoH,-26.4682,24.3435,GPS
Tlapeng Ganyesa Clinic,Clinic,MoH,-26.6545,24.1029,GPS
Tlapeng Greater Taung Clinic,Clinic,MoH,-27.5183,24.9540,GPS
Tlapeng Mahikeng Clinic,Clinic,MoH,-25.7199,25.4554,GPS
Tlaseng Clinic,Clinic,MoH,-25.4718,27.3500,GPS
Tlhabane CHC,Community Health Centre,MoH,-25.6383,27.2165,GPS
Tlhabologang Clinic,Clinic,MoH,-26.3295,26.2998,GPS
Top City Clinic,Clinic,MoH,-26.7353,27.0359,GPS
Tseoge Clinic,Clinic,MoH,-25.5916,23.3109,GPS
Tsetse Clinic,Clinic,MoH,-25.7354,25.6647,GPS
Tshidilamolomo Clinic,Clinic,MoH,-25.8301,24.6744,GPS
Tshireletso Clinic,Clinic,MoH,-25.0211,26.9242,GPS
Tsholofelo Clinic,Clinic,MoH,-26.8914,26.5894,GPS
Tshunyane Clinic,Clinic,MoH,-26.0391,25.5262,GPS
Tswelelang 1 Clinic,Clinic,MoH,-27.2200,25.9848,GPS
Tswelelang 2 CHC,Community Health Centre,MoH,-27.2217,25.9754,GPS
Tswelelopele CHC,Community Health Centre,MoH,-25.5584,26.0974,GPS
Tumelong NGO Clinic,Clinic,Private not for profit,-25.7503,28.1555,GPS
Tweelaagte Clinic,Clinic,MoH,-25.2724,26.8529,GPS
Tweelingspan Clinic,Clinic,MoH,-27.5595,25.0053,GPS
Uitkyk Clinic,Clinic,MoH,-25.2035,26.4304,GPS
Umuzimuhle Clinic,Clinic,MoH,-26.9333,26.7333,GPS
Unit 9 CHC,Community Health Centre,MoH,-25.8451,25.5901,GPS
Upper Majeakgoro Clinic,Clinic,MoH,-27.7955,24.6258,GPS
Utlwanang Clinic,Clinic,MoH,-27.8952,25.1286,GPS
Ventersdorp CHC,Community Health Centre,MoH,-26.3101,26.8185,GPS
Ventersdorp Gateway Clinic,Clinic,MoH,-26.3105,26.8190,GPS
Ventersdorp Tsetse Satellite Clinic,Satellite Clinic,MoH,-26.1728,26.7944,GPS
Vlakplaas Clinic,Clinic,MoH,-25.0034,26.8784,GPS
Vrede 2 Clinic,Clinic,MoH,-25.4667,26.5615,GPS
Vriesgewacht Clinic,Clinic,MoH,-26.5338,25.4080,GPS
Vryburg Gateway Clinic,Clinic,MoH,-26.9564,24.7177,GPS
Vryburg Road Side Clinic,Clinic,MoH,-26.9584,24.7299,GPS
Welgeval Clinic,Clinic,MoH,-24.9276,26.6796,GPS
Welgevonden Clinic,Clinic,MoH,-26.1623,26.8177,GPS
Weltevrede Clinic,Clinic,MoH,-26.3171,25.4910,GPS
Welverdiendt Clinic,Clinic,MoH,-24.9351,26.7260,GPS
Witrantjies Clinic,Clinic,MoH,-25.2738,26.9085,GPS
Wolmaransstad Town Clinic,Clinic,MoH,-27.1982,25.9845,GPS
Wonderkop Clinic,Clinic,MoH,-25.6724,27.5273,GPS
Zeerust Clinic,Clinic,MoH,-25.5459,26.0796,GPS
Zeerust Hospital,District Hospital,MoH,-25.5428,26.0665,GPS
Aggeneys Clinic,Clinic,MoH,-29.2387,18.8424,GPS
Alexander Bay CHC,Community Health Centre,MoH,-28.6123,16.4839,GPS
Alexander Bay Clinic,Clinic,MoH,-28.6129,16.4818,GPS
Alheit Satellite Clinic,Satellite Clinic,MoH,-28.4538,20.3201,GPS
Askham CHC,Community Health Centre,MoH,-26.9812,20.7821,GPS
Augrabies Satellite Clinic,Satellite Clinic,MoH,-28.6711,20.4281,GPS
Bankhara Bodulong Clinic,Clinic,MoH,-27.4208,23.3816,GPS
Beaconsfield Clinic,Clinic,MoH,-28.7577,24.7846,GPS
Beauvillon Satellite Clinic,Satellite Clinic,MoH,-29.2400,16.8700,GPS
Bendel Clinic,Clinic,MoH,-26.9950,23.6475,GPS
Bergsig Max Shapiro Clinic,Clinic,MoH,-29.6500,17.8755,GPS
Betty Gaetsewe Clinic,Clinic,MoH,-28.7380,24.7667,GPS
Blossom Clinic,Clinic,MoH,-26.1004,28.1000,GPS
Boegoeberg Brandboom Clinic,Clinic,MoH,-28.9277,22.1283,GPS
Boichoko Clinic,Clinic,MoH,-28.3212,23.0474,GPS
Bothetheletsa Clinic,Clinic,MoH,-27.4120,23.8088,GPS
Bothithong Clinic,Clinic,MoH,-27.0643,23.8290,GPS
Brandvlei CHC,Community Health Centre,MoH,-30.4620,20.4812,GPS
Breipaal Clinic,Clinic,MoH,-29.0454,23.7662,GPS
Britstown Clinic,Clinic,MoH,-30.5838,23.5011,GPS
Buffelsrivier Satellite Clinic,Satellite Clinic,MoH,-29.7005,17.6034,GPS
Bulletrap Satellite Clinic,Satellite Clinic,MoH,-29.4616,17.7647,GPS
Calvinia Abraham Esau Hospital,District Hospital,MoH,-31.4618,19.7765,GPS
Calvinia Clinic,Clinic,MoH,-31.4634,19.7686,GPS
Campbell Clinic,Clinic,MoH,-28.7999,23.7214,GPS
Carnarvon CHC,Community Health Centre,MoH,-30.9638,22.1263,GPS
Carnarvon Clinic,Clinic,MoH,-30.9660,22.1321,GPS
Carolusberg Satellite Clinic,Satellite Clinic,MoH,-29.6372,17.9497,GPS
Cassels CHC,Community Health Centre,MoH,-26.9658,23.9916,GPS
Churchill Clinic,Clinic,MoH,-27.2788,23.4778,GPS
Cillie Satellite Clinic,Satellite Clinic,MoH,-28.7375,20.5838,GPS
Colesberg Town Clinic,Clinic,MoH,-30.7081,25.1012,GPS
Concordia Clinic,Clinic,MoH,-29.5354,17.9368,GPS
Danielskuil CHC,Community Health Centre,MoH,-28.1824,23.5474,GPS
De Aar Central Karoo Hospital,District Hospital,MoH,-30.6596,24.0083,GPS
De Aar Clinic,Clinic,MoH,-30.6511,24.0192,GPS
De Aar Town Clinic,Clinic,MoH,-30.6496,24.0095,GPS
De Beershoogte Clinic,Clinic,MoH,-28.5325,24.5146,GPS
Deerward Clinic,Clinic,MoH,-27.1255,23.6163,GPS
Delportshoop Clinic,Clinic,MoH,-28.4200,24.3124,GPS
Dingleton Clinic,Clinic,MoH,-27.7852,22.9840,GPS
Dithakong Clinic,Clinic,MoH,-27.0854,23.9243,GPS
Ditshipeng Clinic,Clinic,MoH,-26.9508,23.8122,GPS
Douglas Hester Malan CHC,Community Health Centre,MoH,-29.0599,23.7682,GPS
Dr Harry Surtie Hospital,Regional Hospital,MoH,-28.4460,21.2660,GPS
Dr Torres Clinic,Clinic,MoH,-28.6624,24.7162,GPS
Eksteenfontein Satellite Clinic,Satellite Clinic,MoH,-28.8222,17.2567,GPS
Ethembeni Clinic,Clinic,MoH,-29.3935,22.4350,GPS
Eurekaville Clinic,Clinic,MoH,-31.1882,24.9479,GPS
Florianville Floors Clinic,Clinic,MoH,-28.7272,24.7460,GPS
Fraserburg CHC,Community Health Centre,MoH,-31.9171,21.5037,GPS
Gadiboe Clinic,Clinic,MoH,-27.0759,23.2944,GPS
Galeshewe Day Hospital,Community Health Centre,MoH,-28.7283,24.7463,GPS
Ganspan Clinic,Clinic,MoH,-27.9690,24.7621,GPS
Garies Clinic,Clinic,MoH,-30.5658,17.9893,GPS
Gasehunelo Wyk 5 Clinic,Clinic,MoH,-27.0956,23.5445,GPS
Glen Red Clinic,Clinic,MoH,-26.9716,23.9100,GPS
Gong-Gong Satellite Clinic,Satellite Clinic,MoH,-28.4845,24.4103,GPS
Goodhouse Satellite Clinic,Satellite Clinic,MoH,-28.9121,18.2123,GPS
Gothusamang Winter Maroro Clinic,Clinic,MoH,,,
Greenpoint Clinic,Clinic,MoH,-28.7775,24.7717,GPS
Griekwastad Helpmekaar CHC,Community Health Centre,MoH,-28.8433,23.2534,GPS
Groblershoop CHC,Community Health Centre,MoH,-28.8950,21.9813,GPS
Groenwater Satellite Clinic,Satellite Clinic,MoH,-28.0000,23.0600,GPS
Grootdrink Satellite Clinic,Satellite Clinic,MoH,-28.5636,21.7498,GPS
Hanover Clinic,Clinic,MoH,-31.0675,24.4474,GPS
Hartswater Connie Vorster Hospital,District Hospital,MoH,-27.7576,24.8133,GPS
Heuningvlei Clinic,Clinic,MoH,-26.3051,23.1395,GPS
Holpan Satellite Clinic,Satellite Clinic,MoH,-28.3585,24.6419,GPS
