name,type,ownership,latitude,longitude,source
Modjadji 5 Clinic,Clinic,MoH,-23.6226,30.3261,GPS
Moeding Clinic,Clinic,MoH,-24.9538,29.4575,GPS
Moganyaka Clinic,Clinic,MoH,-24.9963,29.4028,GPS
Mogapeng Clinic,Clinic,MoH,-24.0711,30.2866,GPS
Mogoboya Clinic,Clinic,MoH,-24.0144,30.1973,GPS
Mogodi Clinic,Clinic,MoH,-23.3275,29.2347,GPS
Mogoto Clinic,Clinic,MoH,-24.3483,29.2649,GPS
Mohlaletse Clinic,Clinic,MoH,-24.4716,29.8844,GPS
Moime Clinic,Clinic,MoH,-23.9756,30.2455,GPS
Mokamole Clinic,Clinic,MoH,-23.9627,28.6133,GPS
Mokgwathi Clinic,Clinic,MoH,-23.5846,30.5829,GPS
Mokopane Gateway Clinic,Clinic,MoH,-24.1663,28.9900,GPS
Mokopane Hospital,Regional Hospital,MoH,-24.1553,28.9892,GPS
Molepo Clinic,Clinic,MoH,-24.0357,29.7411,GPS
Moletjie Clinic,Clinic,MoH,-23.7376,29.3026,GPS
Moletlane Clinic,Clinic,MoH,-24.3630,29.3357,GPS
Montz Clinic,Clinic,MoH,-23.3261,28.6910,GPS
Mookgophong CHC,Community Health Centre,MoH,-24.5247,28.7083,GPS
Mookgophong Clinic,Clinic,MoH,-24.5192,28.7219,GPS
Morapalala Clinic,Clinic,MoH,-23.6031,30.4178,GPS
Morotse-Thamagane Clinic,Clinic,MoH,-24.3937,29.5359,GPS
Morutji Clinic,Clinic,MoH,-23.6702,30.3671,GPS
Mosesetjane Clinic,Clinic,MoH,-24.0826,28.9295,GPS
Motetema Clinic,Clinic,MoH,-25.0975,29.4608,GPS
Mothiba Clinic,Clinic,MoH,-23.8575,29.6359,GPS
Motlolo Clinic,Clinic,MoH,-24.5093,30.1747,GPS
Motsepe Clinic,Clinic,MoH,-24.2836,29.8575,GPS
Motshana Clinic,Clinic,MoH,-24.4800,30.3086,GPS
Motupa Clinic,Clinic,MoH,-23.6822,30.2977,GPS
Moutse East Clinic,Clinic,MoH,-25.1512,29.1052,GPS
Moutse West Clinic,Clinic,MoH,-24.9648,29.0031,GPS
Mphahlele Clinic,Clinic,MoH,-24.3078,29.6387,GPS
Mphambo CHC,Community Health Centre,MoH,-23.0840,30.6706,GPS
Mphanama Clinic,Clinic,MoH,-24.5822,29.8224,GPS
Mpheni Clinic,Clinic,MoH,-23.1409,30.0770,GPS
Mphephu Clinic,Clinic,MoH,-22.8748,30.1383,GPS
Msengi Clinic,Clinic,MoH,-23.3456,30.3701,GPS
Mtititi Clinic,Clinic,MoH,-23.1016,30.8980,GPS
Mudimeli Clinic,Clinic,MoH,-22.7983,29.9565,GPS
Muhlaba Clinic,Clinic,MoH,-23.9310,30.2891,GPS
Muila Clinic,Clinic,MoH,-23.3666,29.9792,GPS
Mukhomi Clinic,Clinic,MoH,-23.0721,30.5611,GPS
Mukula Clinic,Clinic,MoH,-22.8583,30.5878,GPS
Mulala Clinic,Clinic,MoH,-22.4760,30.8772,GPS
Muledane Clinic,Clinic,MoH,-22.9923,30.4573,GPS
Mulenzhe Clinic,Clinic,MoH,-22.9965,30.5238,GPS
Mulima Clinic,Clinic,MoH,-23.3091,30.0461,GPS
Munyeshe Clinic,Clinic,MoH,-23.3103,30.6931,GPS
Murangoni Clinic,Clinic,MoH,-22.9168,30.3716,GPS
Mushubaba Clinic,Clinic,MoH,-23.3958,29.2046,GPS
Musina Clinic,Clinic,MoH,-22.3435,30.0450,GPS
Mutale CHC,Community Health Centre,MoH,-22.7366,30.5211,GPS
Muwaweni Clinic,Clinic,MoH,-23.3171,30.1157,GPS
Muyexe Clinic,Clinic,MoH,-23.1942,30.9169,GPS
My Darling Clinic,Clinic,MoH,-23.0831,28.7986,GPS
Naboomkoppies Clinic,Clinic,MoH,-24.5570,30.3491,GPS
Naboomspruit Clinic,Clinic,MoH,-24.5142,28.7132,GPS
Namakgale A Clinic,Clinic,MoH,-23.9406,31.0408,GPS
Namakgale B Clinic,Clinic,MoH,-23.9283,31.0165,GPS
Nancefield 2 Clinic,Clinic,MoH,-22.3390,30.0303,GPS
Nancefield Clinic,Clinic,MoH,-22.3314,30.0338,GPS
Nchabeleng CHC,Community Health Centre,MoH,-24.4400,29.8007,GPS
Nchabeleng Clinic,Clinic,MoH,-24.4331,29.8271,GPS
Ndengeza Clinic,Clinic,MoH,-23.3161,30.4061,GPS
Nghezimani Clinic,Clinic,MoH,-22.9109,30.8076,GPS
Ngoabe Clinic,Clinic,MoH,-24.8764,29.9769,GPS
Ngobe Clinic,Clinic,MoH,-23.3615,30.7215,GPS
Nkhensani Clinic,Clinic,MoH,-23.1981,30.1366,GPS
Nkhensani Gateway Clinic,Clinic,MoH,-23.3125,30.6922,GPS
Nkhensani Hospital,District Hospital,MoH,-23.3125,30.6922,GPS
Nkoana Clinic,Clinic,MoH,-24.4078,29.7853,GPS
Nkomo B Clinic,Clinic,MoH,-23.4174,30.7779,GPS
Nkowankowa CHC,Community Health Centre,MoH,-23.8867,30.2930,GPS
Nkuri Clinic,Clinic,MoH,-23.2133,30.5544,GPS
Nobody Clinic,Clinic,MoH,-23.8900,29.6675,GPS
Northam Clinic,Clinic,MoH,-24.9526,27.2643,GPS
Nthabalala Clinic,Clinic,MoH,-23.4845,29.9128,GPS
Nthabiseng Clinic,Clinic,MoH,-23.4700,29.7100,GPS
Ntlhaveni C Clinic,Clinic,MoH,-22.9145,30.8704,GPS
Ntlhaveni D Clinic,Clinic,MoH,-22.8692,30.8851,GPS
Ntlhaveni E Clinic,Clinic,MoH,-23.0201,30.8838,GPS
Ntluri Clinic,Clinic,MoH,-23.4127,30.3359,GPS
Nyavana Clinic,Clinic,MoH,-23.6558,30.4783,GPS
Nylstroom LA Clinic,Clinic,MoH,-24.7036,28.4066,GPS
Olifantshoek Clinic,Clinic,MoH,-23.3346,30.2750,GPS
Ooghoek Clinic,Clinic,MoH,-23.6254,30.5336,GPS
Parliament Clinic,Clinic,MoH,-24.3050,29.4800,GPS
Paulos Clinic,Clinic,MoH,-23.7533,28.6595,GPS
Paulus Masha Clinic,Clinic,MoH,-24.4521,29.7363,GPS
Penge CHC,Community Health Centre,MoH,-24.3833,30.2901,GPS
Peninghotsa Clinic,Clinic,MoH,-23.0208,30.8382,GPS
Persie Clinic,Clinic,MoH,-23.4808,29.1861,GPS
Perskebult Clinic,Clinic,MoH,-23.8011,29.3583,GPS
Pfanani Clinic,Clinic,MoH,-22.9527,30.4295,GPS
Phaahla Clinic,Clinic,MoH,-24.6976,29.7354,GPS
Phaahlamanoge Clinic,Clinic,MoH,-24.5800,29.8500,GPS
Phadzima Clinic,Clinic,MoH,-22.9471,30.1895,GPS
Phafola Clinic,Clinic,MoH,-23.9161,28.8758,GPS
Phagameng Clinic,Clinic,MoH,-24.6937,28.4430,GPS
Phalaborwa Busstop Clinic,Clinic,MoH,-23.9488,31.1363,GPS
Phalaborwa CHC,Community Health Centre,MoH,-23.9325,31.1362,GPS
Phalaborwa LA Clinic,Clinic,MoH,-23.9560,31.1360,GPS
Phasha Clinic,Clinic,MoH,-24.3282,30.0046,GPS
Phatantsoane Clinic,Clinic,MoH,-24.9325,29.8989,GPS
Pheeha Clinic,Clinic,MoH,-23.4505,30.0464,GPS
Phelang NGO Clinic,Clinic,Private not for profit,-25.7120,28.3791,GPS
Philadelphia Gateway Clinic,Clinic,MoH,-25.2592,29.1486,GPS
Philadelphia Hospital,Regional Hospital,MoH,-25.2581,29.1447,GPS
Phiphidi Clinic,Clinic,MoH,-22.9512,30.3882,GPS
Phokoane Clinic,Clinic,MoH,-24.8666,29.7423,GPS
Pholotji Clinic,Clinic,MoH,-24.0306,28.8930,GPS
Phuti Clinic,Clinic,MoH,-23.9558,29.7069,GPS
Pienaarsrivier Clinic,Clinic,MoH,-25.2164,28.3015,GPS
Pietersburg Hospital,Provincial Tertiary Hospital,MoH,-23.8958,29.4569,GPS
Potgieter Street CHC,Community Health Centre,MoH,-23.8819,29.4638,GPS
Potgietersrus Mogalakwena Clinic,Clinic,MoH,-24.1797,29.0142,GPS
Praktiseer Clinic,Clinic,MoH,-24.5776,30.3143,GPS
Probeerin Clinic,Clinic,MoH,-24.6207,29.7282,GPS
Rabali Clinic,Clinic,MoH,-22.8802,30.0933,GPS
Rakgoatha Clinic,Clinic,MoH,-24.3495,29.3685,GPS
Rambuda Clinic,Clinic,MoH,-22.7846,30.4341,GPS
Rammupudu Clinic,Clinic,MoH,-25.0510,29.5073,GPS
Ramokgopa Clinic,Clinic,MoH,-23.4665,29.8159,GPS
Ramotshinyadi Clinic,Clinic,MoH,-23.6388,30.5947,GPS
Raphahlelo Clinic,Clinic,MoH,-23.3640,30.1630,GPS
Ratanang Clinic,Clinic,MoH,-23.4363,30.6354,GPS
Ratshaatshaa CHC,Community Health Centre,MoH,-22.8992,28.8213,GPS
Rebone Clinic,Clinic,MoH,-23.4321,28.6100,GPS
Regorogile 1 Clinic,Clinic,MoH,-24.5809,27.3828,GPS
Regorogile 2 Clinic,Clinic,MoH,-24.5987,27.3953,GPS
Relela Clinic,Clinic,MoH,-23.6785,30.3277,GPS
Rethabile CHC,Community Health Centre,MoH,-23.8911,29.4625,GPS
Riba Clinic,Clinic,MoH,-24.5651,30.2225,GPS
Rietfontein Clinic at Ngwaritsi,Clinic,MoH,-24.9489,29.8115,GPS
Rietfontein Clinic of HC Boshoff,Clinic,MoH,-24.5923,30.5297,GPS
Riverplaats Clinic,Clinic,MoH,-23.2320,30.0543,GPS
Roedtan Clinic,Clinic,MoH,-24.5962,29.0790,GPS
Rooiberg Clinic,Clinic,MoH,-24.7850,27.7363,GPS
Roossenekal Clinic,Clinic,MoH,-25.1961,29.9237,GPS
Rosenkrantz Clinic,Clinic,MoH,-23.4948,28.9844,GPS
Rotterdam Clinic,Clinic,MoH,-23.4007,30.2745,GPS
Ruiterweg Clinic,Clinic,MoH,-24.1837,29.0099,GPS
Rumani Clinic,Clinic,MoH,-22.9008,30.1937,GPS
Sadu Clinic,Clinic,MoH,-23.3060,28.7616,GPS
Sambandou Clinic,Clinic,MoH,-22.7376,30.6579,GPS
Schoongezicht Clinic,Clinic,MoH,-23.3366,29.0432,GPS
Schoonoord Clinic,Clinic,MoH,-24.7548,30.0102,GPS
Seakamela Clinic,Clinic,MoH,-23.1413,29.1015,GPS
Seapole Clinic,Clinic,MoH,-23.4963,30.4601,GPS
Sebayeng Clinic,Clinic,MoH,-23.7768,29.6943,GPS
Segole Clinic,Clinic,MoH,-23.6024,28.6402,GPS
Sehlale Clinic,Clinic,MoH,-23.9983,29.8063,GPS
Sekgakgapeng Clinic,Clinic,MoH,-24.1733,28.9659,GPS
Sekgopo Clinic,Clinic,MoH,-23.6177,29.9815,GPS
Sekororo Clinic,Clinic,MoH,-24.2146,30.4062,GPS
Sekororo Gateway Clinic,Clinic,MoH,-24.2515,30.4477,GPS
Sekororo Hospital,District Hospital,MoH,-24.2515,30.4477,GPS
Selala Clinic,Clinic,MoH,-24.5063,30.1376,GPS
Seleka Clinic,Clinic,MoH,-23.2148,27.9082,GPS
Selepe Clinic,Clinic,MoH,-24.3544,29.9326,GPS
Sello-Moloto Clinic,Clinic,MoH,-23.6253,29.2460,GPS
Seloane Clinic,Clinic,MoH,-23.6958,30.9268,GPS
Semenya Clinic,Clinic,MoH,-23.6968,29.4067,GPS
Senobela Clinic,Clinic,MoH,-23.3310,30.2385,GPS
Seobi-Dikgale Clinic,Clinic,MoH,-23.8005,29.7505,GPS
Sephaku Clinic,Clinic,MoH,-25.0208,29.6688,GPS
Sereni Clinic,Clinic,MoH,-23.2724,30.1754,GPS
Seroka Clinic,Clinic,MoH,-24.5070,29.9307,GPS
Seshego Hospital,District Hospital,MoH,-23.8548,29.3969,GPS
Seshego I Clinic,Clinic,MoH,-23.8599,29.3894,GPS
Seshego II Clinic,Clinic,MoH,-23.8461,29.3913,GPS
Seshego III Clinic,Clinic,MoH,-23.8392,29.3834,GPS
Seshego IV Clinic,Clinic,MoH,-23.8479,29.3723,GPS
Setlabosoane Clinic,Clinic,MoH,-24.6738,29.4699,GPS
Settlers Clinic,Clinic,MoH,-24.9603,28.5394,GPS
Shakadza Clinic,Clinic,MoH,-22.6159,30.5563,GPS
Shakung Satellite Clinic,Satellite Clinic,Private not for profit,-24.5540,30.3657,GPS
Shayandima Clinic,Clinic,MoH,-23.0051,30.4267,GPS
Shigalo Clinic,Clinic,MoH,-22.9244,30.7228,GPS
Shikhumba Clinic,Clinic,MoH,-23.5001,30.8809,GPS
Shikundu Clinic,Clinic,MoH,-22.8291,30.8344,GPS
Shiluvana CHC,Community Health Centre,MoH,-24.0430,30.2736,GPS
Shingwedzi Clinic,Clinic,MoH,-23.0013,30.7372,GPS
Shitlakati Clinic,Clinic,MoH,-23.6607,30.8814,GPS
Shivulani Clinic,Clinic,MoH,-23.1415,30.7021,GPS
Shongoane Clinic,Clinic,MoH,-23.5676,28.1037,GPS
Shotong Clinic,Clinic,MoH,-23.6305,30.2985,GPS
Sibasa Clinic,Clinic,MoH,-22.9464,30.4915,GPS
Siloam Hospital,District Hospital,MoH,-22.8994,30.1942,GPS
Skimming Clinic,Clinic,MoH,-23.4303,30.5610,GPS
Slypsteen Clinic,Clinic,MoH,-24.4518,29.4027,GPS
Smugglers Union Clinic,Clinic,MoH,-24.5377,29.4312,GPS
Soetfontein Clinic,Clinic,MoH,-24.0869,29.5978,GPS
Sophia/Sekwai Clinic,Clinic,MoH,-24.2335,30.4053,GPS
Spitspunte Clinic,Clinic,MoH,-24.9689,28.9289,GPS
St Joseph's Hospital,District Hospital,MoH,-23.8900,29.4500,GPS
St Rita's Gateway Clinic,Clinic,MoH,-24.8446,29.8090,GPS
St Rita's Hospital,Regional Hospital,MoH,-24.8446,29.8040,GPS
Steenbokpan Clinic,Clinic,MoH,-23.6655,27.7446,GPS
Sterkspruit Clinic,Clinic,MoH,-24.5263,30.6991,GPS
Sterkstroom Clinic,Clinic,MoH,-22.8713,30.6475,GPS
Sterkwater Clinic,Clinic,MoH,-24.0584,28.8165,GPS
Straighthardt Clinic,Clinic,MoH,-22.7564,30.1440,GPS
Swaranang Clinic,Clinic,MoH,-24.5097,30.6473,GPS
Swartklip Clinic,Clinic,MoH,-24.9377,27.1559,GPS
Taaibos Clinic,Clinic,MoH,-22.8460,28.9173,GPS
Taung Clinic,Clinic,MoH,-24.4551,30.3963,GPS
Thabaleshoba CHC,Community Health Centre,MoH,-24.0500,28.7800,GPS
Thabazimbi Clinic,Clinic,MoH,-24.6064,27.3901,GPS
Thabazimbi Hospital,District Hospital,MoH,-24.5987,27.4069,GPS
The Oaks Clinic,Clinic,MoH,-24.3626,30.6681,GPS
Thengwe Clinic,Clinic,MoH,-22.7133,30.5596,GPS
Thohoyandou CHC,Community Health Centre,MoH,-22.9660,30.4780,GPS
Thomo Clinic,Clinic,MoH,-23.2479,30.7861,GPS
Thondotshivhase Clinic,Clinic,MoH,-22.9035,30.4303,GPS
Tiberius Clinic,Clinic,MoH,-23.6294,28.7699,GPS
Tiyani CHC,Community Health Centre,MoH,-23.3063,30.2946,GPS
Tlangelani Clinic,Clinic,MoH,-23.1255,30.5344,GPS
Toitskraal Clinic,Clinic,MoH,-25.0536,29.1131,GPS
Tours Clinic,Clinic,MoH,-24.1032,30.2676,GPS
Towerfontein Clinic,Clinic,MoH,-22.9030,28.7744,GPS
Tsamahansi Clinic,Clinic,MoH,-24.0757,28.9801,GPS
Tshakhuma Clinic,Clinic,MoH,-23.0483,30.3022,GPS
Tshaulu Clinic,Clinic,MoH,-22.7958,30.7430,GPS
Tshehlwaneng Clinic,Clinic,MoH,-24.7890,29.9736,GPS
Tshepong Clinic,Clinic,MoH,-24.8702,27.5137,GPS
Tshififi Clinic,Clinic,MoH,-22.8147,30.6986,GPS
Tshifudi Clinic,Clinic,MoH,-22.8136,30.6988,GPS
Tshikundamalema Clinic,Clinic,MoH,-22.6716,30.6910,GPS
Tshikuwi Clinic,Clinic,MoH,-22.9021,29.9501,GPS
Tshilidzi Gateway Clinic,Clinic,MoH,-22.9927,30.4151,GPS
Tshilidzini Hospital,Regional Hospital,MoH,-22.9947,30.4142,GPS
Tshilwavhusiku CHC,Community Health Centre,MoH,-23.0967,29.7385,GPS
Tshimbupfe Clinic,Clinic,MoH,-23.1568,30.4690,GPS
Tshino Clinic,Clinic,MoH,-23.1149,30.3983,GPS
Tshiombo Clinic,Clinic,MoH,-22.8057,30.5011,GPS
Tshipise Clinic,Clinic,MoH,-22.5306,30.6766,GPS
Tshisaulu Clinic,Clinic,MoH,-22.9973,30.3981,GPS
Tshiungani Clinic,Clinic,MoH,-22.4986,30.5804,GPS
Tshixwadza Clinic,Clinic,MoH,-22.7837,30.3120,GPS
Tswaing Clinic,Clinic,MoH,-24.4754,29.6755,GPS
Tswinga Clinic,Clinic,MoH,-23.0166,30.4852,GPS
Turkey Clinic,Clinic,MoH,-24.3089,30.5099,GPS
Tzaneen Busstop Clinic,Clinic,MoH,-23.8266,30.1645,GPS
Tzaneen Clinic,Clinic,MoH,-23.8375,30.1557,GPS
Tzaneen LA Clinic,Clinic,MoH,-23.8351,30.1631,GPS
Uitkyk Clinic,Clinic,MoH,-23.6500,29.0100,GPS
Unit R Clinic,Clinic,MoH,-24.3021,29.5305,GPS
Vaalkop Clinic,Clinic,MoH,-24.0050,28.9325,GPS
Vaalwater Clinic,Clinic,MoH,-24.2944,28.1113,GPS
Valdezia Clinic,Clinic,MoH,-23.1001,30.1797,GPS
Van der Merwes Kraal Clinic,Clinic,MoH,-24.6644,29.4448,GPS
Van Velden Memorial Tzaneen Hospital,District Hospital,MoH,-23.8345,30.1643,GPS
Vhambelani Maelula Clinic,Clinic,MoH,-22.9792,30.1475,GPS
Vhufuli Tshitereke Clinic,Clinic,MoH,-22.8829,30.4588,GPS
Vhurivhuri Clinic,Clinic,MoH,-22.7025,30.7651,GPS
Vlaakplaas clinic,Clinic,MoH,-26.1413,30.9805,GPS
Vleifontein Clinic,Clinic,MoH,-23.2165,29.9948,GPS
Voortrekker Gateway Clinic,Clinic,MoH,-24.1962,29.0141,GPS
Voortrekker Memorial Potgietersrus Hospital,District Hospital,MoH,-24.1962,29.0141,GPS
Vuvha Clinic,Clinic,MoH,-22.9940,30.2010,GPS
Vyeboom Clinic,Clinic,MoH,-23.1536,30.3881,GPS
Warmbaths Clinic,Clinic,MoH,-24.8828,28.2955,GPS
Warmbaths Hospital,District Hospital,MoH,-24.8859,28.2887,GPS
Waterval Clinic,Clinic,MoH,-23.1601,30.0693,GPS
Wayeni Clinic,Clinic,MoH,-23.2411,30.2187,GPS
Weltevreden Clinic,Clinic,MoH,-23.5607,28.5991,GPS
WF Knobel Gateway Clinic,Clinic,MoH,-23.6330,29.1209,GPS
WF Knobel Hospital,District Hospital,MoH,-23.6340,29.1206,GPS
William Eddie CHC,Community Health Centre,MoH,-22.8716,30.5445,GPS
Willows Clinic,Clinic,MoH,-24.3596,30.6214,GPS
Witfontein Clinic,Clinic,MoH,-25.0242,29.0360,GPS
Witpoort Hospital,District Hospital,MoH,-23.3344,28.0112,GPS
Zaaiplaas Clinic,Clinic,MoH,-25.1710,29.7457,GPS
Zangoma Clinic,Clinic,MoH,-23.9128,30.3407,GPS
Zava Clinic,Clinic,MoH,-23.6410,30.7377,GPS
Zebediela Clinic,Clinic,MoH,-24.3254,29.2985,GPS
Zebediela Gateway Clinic,Clinic,MoH,-24.4704,29.4143,GPS
Zebediela Hospital,District Hospital,MoH,-24.4818,29.4045,GPS
Zeist Clinic,Clinic,MoH,-23.0216,28.7061,GPS
Ackerville Clinic,Clinic,MoH,-25.8667,29.1743,GPS
Agincourt CHC,Community Health Centre,MoH,-24.8199,31.2609,GPS
Allemansdrift B Clinic,Clinic,MoH,-25.1414,28.8646,GPS
Allemansdrift C CHC,Community Health Centre,MoH,-25.1158,28.9051,GPS
Amajuba Memorial Hospital,District Hospital,MoH,-27.3525,29.8913,GPS
Amersfoort Clinic,Clinic,MoH,-27.0059,29.8693,GPS
Amsterdam CHC,Community Health Centre,MoH,-26.6231,30.6619,GPS
Arnhemburg Clinic,Clinic,MoH,-26.0487,30.8379,GPS
Arthurseat Clinic,Clinic,MoH,-24.6695,31.0207,GPS
Arthurstone Clinic,Clinic,MoH,-24.7854,31.1350,GPS
Athalia Satellite Clinic,Satellite Clinic,MoH,-26.9877,30.9227,GPS
Badplaas CHC,Community Health Centre,MoH,-25.9540,30.5718,GPS
Balfour Clinic,Clinic,MoH,-26.6342,28.5787,GPS
Barberton Clinic,Clinic,MoH,-25.7917,31.0538,GPS
Barberton Gateway Clinic,Clinic,MoH,-25.7814,31.0419,GPS
Barberton Hospital,District Hospital,MoH,-25.7814,31.0419,GPS
Beatty Clinic,Clinic,MoH,-25.8781,29.2140,GPS
Belfast Clinic Bushbuckridge,Clinic,MoH,-24.9577,31.3673,GPS
Belfast Clinic Emakhazeni,Clinic,MoH,-25.6966,30.0445,GPS
Belfast Gateway Clinic,Clinic,MoH,-25.6964,30.0443,GPS
Belfast Wellness Clinic,Clinic,Private not for profit,-25.6922,30.0374,GPS
Bernice Samuels Hospital,District Hospital,MoH,-26.1521,28.6670,GPS
Bethal Hospital,District Hospital,MoH,-26.4646,29.4674,GPS
Bethal Station Clinic,Clinic,MoH,-26.4570,29.4650,GPS
Bethal Town Clinic,Clinic,MoH,-26.4570,29.4656,GPS
Betty'sgoed Clinic,Clinic,MoH,-26.2529,30.9218,GPS
Bhubezi CHC,Community Health Centre,MoH,-24.8801,31.3814,GPS
Bhuga CHC,Community Health Centre,MoH,-25.0800,31.1260,GPS
Bloedfontein Clinic,Clinic,MoH,-25.0554,28.9249,GPS
Boekenhouthoek Clinic,Clinic,MoH,-25.2996,29.0082,GPS
Boschfontein Clinic,Clinic,MoH,-25.7447,31.6198,GPS
Botleng Clinic,Clinic,MoH,-26.1299,28.6941,GPS
Botleng Extension 3 Clinic,Clinic,MoH,-26.1048,28.6945,GPS
Boulders Clinic,Clinic,MoH,-25.5533,31.3071,GPS
Bourkes Luck Clinic,Clinic,MoH,-24.6804,30.8107,GPS
Breyten Clinic,Clinic,MoH,-26.3021,29.9877,GPS
Brondal Clinic,Clinic,MoH,-25.3539,30.8404,GPS
Brooklyn Clinic,Clinic,MoH,-24.6001,30.9928,GPS
Buffelshoek Clinic,Clinic,MoH,-24.6336,31.1286,GPS
Buffelspruit CHC,Community Health Centre,MoH,-25.6589,31.5211,GPS
Calcutta Clinic,Clinic,MoH,-24.9729,31.2161,GPS
Camden Clinic,Clinic,MoH,-26.5994,30.0840,GPS
Carolina Clinic,Clinic,MoH,-26.0669,30.1150,GPS
Carolina Hospital,District Hospital,MoH,-26.0758,30.1124,GPS
Cassim Park Clinic,Clinic,MoH,-26.5248,29.9692,GPS
Casteel Clinic,Clinic,MoH,-24.7213,31.0313,GPS
Cathyville Clinic,Clinic,MoH,-25.7764,31.0398,GPS
Chrissiesmeer Kwachibikhulu Clinic,Clinic,MoH,-26.2771,30.2242,GPS
Church Street Clinic,Clinic,MoH,-26.9506,29.2442,GPS
Clau Clau Clinic,Clinic,MoH,-25.3629,31.1615,GPS
Commondale Satellite Clinic,Satellite Clinic,MoH,-27.2358,30.9021,GPS
Cork Clinic,Clinic,MoH,-24.9560,31.3108,GPS
Cottondale Clinic,Clinic,MoH,-24.6162,31.1489,GPS
Croc Valley Clinic,Clinic,MoH,-13.1009,31.7949,GPS
Cunningmoore Clinic,Clinic,MoH,-24.8996,31.2143,GPS
Daggakraal Thembalokuphila CHC,Community Health Centre,MoH,-27.1288,29.9665,GPS
Davel Clinic,Clinic,MoH,-26.4612,29.6611,GPS
De Beersput Clinic,Clinic,MoH,-25.0494,28.8622,GPS
De Brug Clinic,Clinic,MoH,-25.6075,30.8745,GPS
Delmas Clinic,Clinic,MoH,-26.1214,28.6687,GPS
Derby Rustplaas Clinic,Clinic,MoH,-26.8793,30.7436,GPS
Diepdale Clinic,Clinic,MoH,-26.4619,30.7994,GPS
Dingledale Clinic,Clinic,MoH,-24.6817,31.1759,GPS
Diphalane Pankop CHC,Community Health Centre,MoH,-25.1676,28.4166,GPS
Dirkiesdorp Clinic,Clinic,MoH,-27.1772,30.4028,GPS
Dludluma Clinic,Clinic,MoH,-25.6598,31.9568,GPS
Doornkop Clinic,Clinic,MoH,-25.5924,29.4325,GPS
Driefontein New Stands CHC,Community Health Centre,MoH,-26.9982,30.4162,GPS
Driefontein Old Stands Clinic,Clinic,MoH,-26.9806,30.4527,GPS
Driekoppies Clinic,Clinic,MoH,-25.6931,31.5561,GPS
Dundonald CHC,Community Health Centre,MoH,-26.2369,30.8284,GPS
Dwaleni Clinic,Clinic,MoH,-25.3604,31.0971,GPS
Dwarsloop Clinic,Clinic,MoH,-24.7864,31.1066,GPS
Eastdene Clinic,Clinic,MoH,-25.7714,29.4803,GPS
Edinburg Clinic,Clinic,MoH,-25.2586,31.5464,GPS
Eerstehoek Clinic,Clinic,MoH,-26.0514,30.7980,GPS
Elandsfontein Clinic,Clinic,MoH,-24.6218,30.7619,GPS
Elsie Ballot Hospital,District Hospital,MoH,-27.0107,29.8615,GPS
Embalenhle CHC,Community Health Centre,MoH,-26.5405,29.0745,GPS
Embhuleni Hospital,District Hospital,MoH,-26.0481,30.8146,GPS
Emgwenya Clinic,Clinic,MoH,-25.6444,30.3361,GPS
Empilweni Clinic,Clinic,MoH,-25.4205,28.7725,GPS
Empumelelweni CHC,Community Health Centre,MoH,-25.8427,29.0680,GPS
Emthonjeni Clinic Machadodorp,Clinic,MoH,-25.6977,30.2495,GPS
Emthonjeni Clinic Msukaligwa,Clinic,MoH,-26.5263,29.9883,GPS
Emzinoni Clinic,Clinic,MoH,-26.4676,29.4564,GPS
Entombe Clinic,Clinic,MoH,-27.2859,30.7562,GPS
Ermelo Clinic,Clinic,MoH,-26.5204,29.9861,GPS
Ermelo Hospital,Regional Hospital,MoH,-26.5231,29.9752,GPS
Ethandakukhanya Clinic,Clinic,MoH,-27.2800,30.7500,GPS
Ethel Frayne Clinic,Clinic,MoH,-25.4500,30.9333,GPS
Evander Clinic,Clinic,MoH,-26.4581,29.1266,GPS
Evander Hospital,District Hospital,MoH,-26.4673,29.1187,GPS
Ezamokuhle Clinic,Clinic,MoH,-27.0005,29.8504,GPS
Eziphunzini Satellite Clinic,Satellite Clinic,MoH,,,
Eziweni Clinic,Clinic,MoH,-25.4130,31.1811,GPS
Fernie 1 Clinic,Clinic,MoH,-26.3981,30.7945,GPS
Fernie 2 Clinic,Clinic,MoH,-26.4178,30.7744,GPS
Fig Tree Clinic,Clinic,MoH,-25.8128,31.8531,GPS
Gemsbokspruit Clinic,Clinic,MoH,-25.4091,28.8730,GPS
Glenmore Clinic,Clinic,MoH,-26.2540,30.8519,GPS
Glenthorpe Clinic,Clinic,MoH,-25.7302,30.8428,GPS
Glory Hill Clinic,Clinic,MoH,-24.9378,30.8397,GPS
Goederede Clinic,Clinic,MoH,-25.3071,29.0744,GPS
Gottenburg Clinic,Clinic,MoH,-24.6361,31.4104,GPS
Greenside CHC,Community Health Centre,MoH,-25.0010,28.7300,GPS
Greylingstad Clinic,Clinic,MoH,-26.7462,28.7493,GPS
Grootvlei CHC,Community Health Centre,MoH,-26.8042,28.5023,GPS
Gutshwa Clinic,Clinic,MoH,-25.3092,31.1515,GPS
HA Grove Hospital,District Hospital,MoH,-25.6964,30.0443,GPS
Haakdoringlaagte Clinic,Clinic,MoH,-24.9693,28.8708,GPS
Harmony Hill Clinic,Clinic,MoH,-25.0998,30.7833,GPS
Hartebeeskop Clinic,Clinic,MoH,-26.1689,30.9018,GPS
Hazyview Clinic,Clinic,MoH,-25.0833,31.1333,GPS
